assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,94,None,None,1,0.1,171771,None,,0,0,0,0,43.4,215,55,None,,0,2,1.5,1.5,5,0.74,0.07,0.74,0.07,0.00,21.68,2.19,0.0,Jan,2.0,146,46,19,1.92,0,28.6,136,33,455,False,235.6,26,7,890,,None,40,594,166,0,0,None,0,,171771.jpg,1.6,269,86,0,172,0,0.0,Bednarek,3.2,101,40,False,None,10,1.01,a,17,20,8.0,309,99,16,362072,1348,174704,556,0.5,4.0,Bednarek,3
0,0,0,None,None,0,0,477386,None,,0,0,-1,1,0.0,422,148,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Armel,0.0,377,123,0,0,0,0.0,441,149,456,False,0.0,438,149,0,,None,39,668,218,0,0,None,0,,477386.jpg,0.0,447,148,0,80,0,0,Bella-Kotchap,0.5,264,96,False,None,0,0,a,17,20,0.0,374,124,0,30718,204,21463,153,0.0,0.0,Bella-Kotchap,0
0,0,4,None,None,0,0.0,184386,None,,0,0,-1,1,10.7,325,103,None,,0,2,-0.3,-0.3,0,0.02,0.14,0.02,0.14,0.00,0.56,3.88,0.0,James,0.2,327,107,0,0.0,0,1.4,404,136,457,False,3.6,411,143,13,,None,39,666,216,0,0,None,0,,184386.jpg,1.0,337,110,0,241,0,0.0,Bree,0.2,367,128,False,None,0,0.0,a,17,20,0.0,372,122,1,9626,247,8843,54,0.1,0.3,Bree,0
0,0,0,0,0,0,0,463210,None,,0,0,0,0,0.0,568,242,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Shea,0.0,536,211,0,0,0,0.0,572,239,458,False,0.0,569,236,0,Has joined Sheffield Wednesday on a season-long loan,2024-08-29T11:10:39.600629Z,45,407,244,0,0,None,0,,463210.jpg,0.0,576,243,0,None,0,0,Charles,0.0,547,221,False,None,0,0,u,17,20,0.0,540,228,0,1091,0,6597,11,0.0,0.0,Charles,0
0,0,6,0,0,0,0.0,490503,None,,0,0,-1,1,19.0,285,167,None,,0,3,0.0,0.0,0,0.15,0.21,0.15,0.21,0.00,0.31,0.44,0.0,Samuel,0.0,614,269,0,0.0,0,5.1,340,170,459,False,9.8,375,180,64,Loaned to Anderlecht,2024-09-10T11:28:17.403794Z,49,285,188,0,0,None,0,,490503.jpg,0.5,442,223,0,None,0,0.0,Edozie,0.0,620,273,False,None,0,0.0,u,17,20,22.0,239,136,1,463,0,2452,4,0.0,0.2,Edozie,1
0,0,0,None,None,0,0,500926,None,,0,0,-1,1,0.0,423,149,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ronnie,0.0,378,124,0,0,0,0.0,442,150,460,False,0.0,439,150,0,,None,39,669,219,0,0,None,0,,500926.jpg,0.0,448,149,0,241,0,0,Edwards,0.3,320,115,False,None,0,0,a,17,20,0.0,375,125,0,17296,312,11117,115,0.0,0.0,Edwards,0
0,0,94,None,None,1,0.12,245719,None,,0,0,1,-1,82.4,127,26,None,,0,2,1.7,1.7,6,0.11,0.01,1.10,0.13,0.99,18.02,2.11,0.12,Taylor,2.2,125,40,15,1.76,1,37.1,79,13,461,False,202.8,48,15,769,,None,41,573,156,0,0,None,0,,245719.jpg,2.2,193,60,0,241,0,0.0,Harwood-Bellis,10.2,44,16,False,None,9,1.05,a,17,20,85.0,108,13,22,598997,1377,535635,1255,0.5,5.4,Harwood-Bellis,3
0,0,7,100,100,0,0.0,504783,None,,0,0,0,0,0.3,408,215,None,,0,3,0.0,0.0,0,0.00,0.0,0.02,0.12,0.02,0.80,4.8,0.12,Kamaldeen,0.5,317,152,1,6.0,0,1.2,411,202,462,False,7.0,394,191,15,,2024-08-05T15:00:04.500770Z,50,235,151,0,0,None,0,,504783.jpg,1.0,396,196,0,81,0,0.0,Sulemana,0.0,650,290,False,None,0,0.0,a,17,20,5.0,333,185,2,351,1,664,1,0.1,0.4,Kamaldeen,0
2,1,42,100,100,0,0.0,39155,None,,0,0,0,0,32.5,246,148,None,,0,3,-0.3,-0.3,1,0.21,0.09,0.36,0.15,0.15,3.97,1.65,0.06,Adam,0.2,360,179,2,0.83,0,10.0,293,147,463,False,52.8,274,124,217,,2024-08-15T14:30:06.184270Z,50,189,120,0,0,None,0,,39155.jpg,1.7,262,119,0,241,0,0.0,Lallana,0.0,558,227,False,None,3,1.24,a,17,20,15.0,271,151,10,2428,7,3885,9,0.0,2.0,Lallana,3
0,0,0,100,100,0,0,515571,None,,0,0,0,0,0.0,481,176,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Juan,0.0,438,155,0,0,0,0.0,497,176,464,False,0.0,494,176,0,,2024-08-16T11:00:06.405628Z,40,646,198,0,0,None,0,,515571.jpg,0.0,503,175,0,200,0,0,Larios López,0.1,467,170,False,None,0,0,a,17,20,0.0,438,157,0,2324,13,5051,16,0.0,0.0,Larios,0
0,0,0,0,0,0,0,200428,None,,0,0,0,0,0.0,445,22,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mateusz,0.0,400,37,0,0,0,0.0,462,41,465,False,0.0,459,41,0,Transferred to Göztepe,2024-08-23T12:38:57.742902Z,40,601,52,0,0,None,0,,200428.jpg,0.0,468,41,0,None,0,0,Lis,0.1,424,59,False,None,0,0,u,17,20,0.0,398,14,0,888,0,14442,18,0.0,0.0,Lis,0
0,0,0,None,None,0,0,167888,None,,0,0,0,0,0.0,437,19,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,391,34,0,0,0,0.0,454,38,466,False,0.0,451,38,0,,None,40,591,49,0,0,None,0,,167888.jpg,0.0,461,38,0,241,0,0,Lumley,0.3,318,45,False,None,0,0,a,17,20,0.0,390,11,0,11599,14,12446,31,0.0,0.0,Lumley,0
1,0,16,None,None,0,0.0,204863,1,,0,0,-2,2,62.8,168,41,None,,0,2,1.3,1.3,1,0.41,0.13,0.46,0.15,0.05,7.88,2.5,0.02,Ryan,1.8,173,53,5,1.58,0,10.9,280,90,467,False,35.0,312,110,284,,None,43,553,139,0,0,None,0,,204863.jpg,1.8,247,81,0,104,0,0.0,Manning,0.1,494,179,False,None,4,1.27,a,17,20,12.0,280,86,7,1219,12,4432,8,0.4,1.6,Manning,1
0,0,0,0,0,0,0,476888,None,,0,0,0,0,0.0,642,62,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sékou,0.0,629,61,0,0,0,0.0,645,63,468,False,0.0,644,63,0,Transferred to Strasbourg,2024-08-26T10:17:11.280625Z,50,231,49,0,0,None,0,,476888.jpg,0.0,645,64,0,None,0,0,Mara,0.0,557,70,False,None,0,0,u,17,20,0.0,639,63,0,782,0,7655,8,0.0,0.0,Mara,0
0,0,21,None,None,0,0.0,58376,None,,0,0,-1,1,0.0,515,51,None,,0,1,-0.5,-0.5,0,0.00,0.0,0.00,0.0,0.00,2.70,1.35,0.0,Alex,0.0,485,65,2,1.0,0,5.2,337,25,469,False,52.0,275,25,180,,None,44,477,20,0,0,None,0,,58376.jpg,3.0,112,18,0,241,7,3.5,McCarthy,0.2,398,56,False,None,2,1.0,a,17,20,0.0,482,44,6,12363,4,17968,25,0.0,1.4,McCarthy,0
0,0,6,None,None,0,0.0,147611,None,,0,0,-1,1,10.2,330,37,None,,0,4,0.3,0.3,0,0.00,0.0,0.06,0.13,0.06,2.48,5.31,0.13,Paul,0.8,270,33,3,6.43,0,4.6,349,38,470,False,5.8,397,38,42,,None,49,256,56,0,0,None,0,,147611.jpg,0.8,421,43,0,157,0,0.0,Onuachu,0.2,360,55,False,None,0,0.0,a,17,20,30.0,222,37,3,20346,190,14984,151,0.2,0.6,Onuachu,1
0,0,31,0,0,0,0.0,214466,2,,0,0,0,0,57.1,183,117,1,,0,3,0.0,0.0,0,0.54,0.2,0.85,0.32,0.31,4.93,1.85,0.12,Will,0.2,361,180,5,1.88,0,11.1,279,139,471,False,22.6,332,155,240,Hamstring injury - Unknown return date,2024-10-20T11:00:06.361543Z,50,209,131,0,0,None,0,,214466.jpg,1.5,289,135,0,104,0,0.0,Smallbone,0.0,578,243,False,None,3,1.12,i,17,20,32.0,218,122,6,1475,0,5255,11,0.0,1.2,Smallbone,0
0,0,50,100,100,1,0.17,88900,None,,0,0,0,0,40.4,224,60,None,,0,2,1.5,1.5,6,0.14,0.02,0.37,0.06,0.23,10.95,1.91,0.04,Jack,2.0,145,45,9,1.57,0,10.8,285,92,472,False,57.0,258,94,516,,2024-10-02T00:30:05.770760Z,40,582,159,0,0,None,0,,88900.jpg,1.7,256,84,1,241,0,0.0,Stephens,0.6,237,86,False,None,6,1.05,a,17,20,11.0,288,89,10,85494,191,64910,86,0.5,2.5,Stephens,1
0,0,5,0,0,0,0.0,230348,None,,0,0,1,-1,6.7,345,38,None,,0,4,0.0,0.0,0,0.02,0.01,0.19,0.13,0.17,2.56,1.77,0.12,Ross,0.2,346,38,2,1.38,0,2.1,385,40,473,False,5.8,396,37,130,Muscle injury - Unknown return date,2024-10-05T18:00:07.268831Z,46,350,63,0,0,None,0,,230348.jpg,0.8,419,42,0,243,0,0.0,Stewart,2.6,118,20,False,None,1,0.69,i,17,20,9.0,302,41,3,482127,109,288538,2721,0.0,0.7,Stewart,1
1,0,95,100,100,1,0.14,219279,3,,0,0,0,0,132.2,66,13,2,,1,2,2.0,2.0,4,1.19,0.17,1.43,0.2,0.24,15.07,2.13,0.03,Sugawara,2.5,101,33,15,2.12,1,32.7,106,23,474,False,149.0,101,37,637,,2024-10-20T11:00:06.390070Z,45,379,68,0,0,None,0,,219279.jpg,2.6,156,47,0,108,0,0.0,Yukinari,0.2,346,123,False,None,8,1.13,a,17,20,47.0,176,39,23,25792,46,23495,61,0.6,5.1,Sugawara,2
0,0,31,None,None,0,0.0,103914,None,,0,0,-1,1,25.4,268,79,None,,0,2,0.0,0.0,0,0.09,0.04,0.09,0.04,0.00,4.08,1.77,0.0,Charlie,0.5,289,89,5,2.17,0,9.5,294,94,475,False,67.0,236,87,207,,None,39,664,214,0,0,None,0,,103914.jpg,1.0,335,108,0,241,0,0.0,Taylor,4.3,84,30,False,None,2,0.87,a,17,20,2.0,350,114,5,148073,2641,242959,997,0.1,1.3,Taylor,1
1,0,90,None,None,1,0.13,158534,None,,0,0,-1,1,74.2,139,32,None,,0,2,2.5,2.5,6,0.45,0.06,0.69,0.09,0.24,18.61,2.36,0.03,Kyle,3.0,66,21,15,1.9,0,25.1,159,44,476,False,113.4,162,64,710,,None,44,489,97,0,0,None,0,,158534.jpg,2.2,196,63,0,241,0,0.0,Walker-Peters,0.3,294,108,False,None,8,1.01,a,17,20,64.0,137,24,18,17703,75,32108,52,0.7,4.1,Walker-Peters,1
0,0,0,None,None,0,0,244845,None,,0,0,0,0,0.0,453,162,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathan,0.0,408,138,0,0,0,0.0,470,162,477,False,0.0,467,162,0,,None,40,613,179,0,0,None,0,,244845.jpg,0.0,475,160,0,241,0,0,Wood-Gordon,1.5,174,64,False,None,0,0,a,17,20,0.0,408,141,0,84946,81,73554,327,0.0,0.0,Wood,0
0,0,12,None,None,0,0.0,149519,None,,0,0,-2,2,3.5,362,198,None,,0,3,-0.5,-0.5,0,0.00,0.0,0.16,0.2,0.16,1.79,2.27,0.2,Maxwel,0.0,593,256,4,5.07,0,2.2,382,189,515,False,11.6,369,176,71,,None,48,298,199,0,0,None,0,,149519.jpg,0.5,440,221,0,54,0,0.0,Cornet,0.0,567,234,False,None,1,1.27,a,17,20,7.0,316,174,1,1591,1,3030,6,0.0,0.2,Cornet,1
0,0,132,None,None,1,0.1,220585,None,,0,0,-2,2,183.4,38,33,None,,0,3,1.5,1.5,3,1.11,0.11,1.57,0.16,0.46,21.15,2.12,0.05,Flynn,2.0,153,66,19,1.91,0,35.8,89,56,518,False,113.2,163,61,896,,None,48,307,206,0,0,None,0,,220585.jpg,1.7,258,115,0,241,0,0.0,Downes,0.1,511,198,False,None,10,1.0,a,17,20,61.0,145,91,17,3228,15,5237,8,0.4,3.5,Downes,4
0,0,30,None,None,0,0.0,204814,None,,0,0,-4,4,61.6,172,110,None,,0,3,-0.5,-0.5,0,0.14,0.03,0.92,0.21,0.78,8.35,1.93,0.18,Ben,0.0,637,285,8,1.85,0,15.7,238,116,584,False,17.8,347,162,389,,None,51,182,115,0,0,None,0,,204814.jpg,1.5,291,137,0,44,0,0.0,Brereton Díaz,0.2,358,128,False,None,4,0.93,a,17,20,76.0,118,76,9,21577,15,73346,70,0.0,1.8,Brereton Díaz,1
0,3,78,100,100,1,0.17,496661,None,,0,0,1,-1,112.8,95,72,None,,1,3,0.3,0.3,0,0.61,0.11,1.53,0.27,0.92,13.50,2.33,0.16,Tyler,0.8,265,128,13,2.25,1,29.2,133,78,608,False,85.4,203,83,521,,2024-10-16T12:30:07.750821Z,46,353,227,0,0,None,0,,496661.jpg,2.0,221,93,0,241,0,0.0,Dibling,3.2,103,31,False,None,6,1.04,a,17,20,93.0,96,62,20,488842,857,167742,2182,0.2,4.3,Dibling,4
1,0,93,None,None,2,0.29,551226,None,,0,0,0,0,104.5,109,81,None,,0,3,2.0,2.0,2,0.43,0.06,0.88,0.13,0.45,14.83,2.16,0.07,Mateus Gonçalo,2.5,109,42,11,1.6,0,26.6,151,85,623,False,94.4,193,78,618,,None,50,245,159,0,0,None,0,,551226.jpg,2.0,226,96,0,173,0,0.0,Espanha Fernandes,0.0,596,256,False,None,7,1.02,a,17,20,67.0,133,85,18,2238,15,1356,12,0.5,3.6,M.Fernandes,3
1,0,94,100,100,1,0.15,154566,None,,0,0,1,-1,71.3,146,15,None,,0,4,2.7,2.7,0,0.59,0.09,4.14,0.61,3.55,6.94,1.01,0.52,Dominic,2.2,144,23,8,1.17,2,43.4,54,12,82,False,133.0,132,15,617,,2024-08-23T14:00:06.228956Z,76,16,6,0,0,None,0,,154566.jpg,3.6,71,17,0,241,0,0.0,Solanke-Mitchell,10.9,39,10,False,None,7,1.02,a,18,6,230.0,27,11,25,1254882,2772,2858052,4905,0.3,3.3,Solanke,0
0,0,0,0,0,0,0,548308,None,,0,0,0,0,0.0,488,182,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ashley,0.0,446,162,0,0,0,0.0,504,182,478,False,0.0,501,182,0,Loaned to Stoke City,2024-08-26T10:10:07.966773Z,40,654,205,0,0,None,0,,548308.jpg,0.0,510,181,0,None,0,0,Phillips,0.2,349,124,False,None,0,0,u,18,6,0.0,446,164,0,8361,0,37334,52,0.0,0.0,A.Phillips,0
0,0,0,None,None,0,0,214572,None,,0,0,0,0,0.0,448,24,None,,0,1,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Brandon,0.0,403,39,0,0,0,0.0,465,43,479,False,0.0,462,43,0,,None,40,604,54,0,0,None,0,,214572.jpg,0.0,471,43,0,241,0,0,Austin,0.5,251,37,False,None,0,0,a,18,6,0.0,401,16,0,24340,42,18850,83,0.0,0.0,Austin,0
0,0,75,100,100,1,0.23,202993,None,,0,0,0,0,49.3,202,128,None,,0,3,1.5,1.5,0,0.19,0.04,0.58,0.13,0.39,5.13,1.17,0.09,Rodrigo,1.0,248,121,6,1.37,0,13.6,259,126,480,False,49.2,281,130,394,,2024-08-19T23:00:06.174776Z,50,203,127,0,0,None,0,,202993.jpg,1.4,300,143,0,230,0,0.0,Bentancur,0.2,375,134,False,None,5,1.14,a,18,6,37.0,201,116,11,16207,96,25588,86,0.2,2.2,Bentancur,3
0,0,19,100,100,0,0.0,570526,4,,0,0,0,0,31.5,252,152,None,,0,3,0.5,0.5,0,0.27,0.53,0.35,0.69,0.08,0.31,0.61,0.16,Lucas,0.0,576,244,0,0.0,0,5.3,335,167,481,False,14.0,365,175,46,,2024-10-16T12:30:07.550630Z,45,459,284,0,0,None,0,,570526.jpg,1.0,368,175,0,206,0,0.0,Bergvall,0.7,222,71,False,None,0,0.0,a,18,6,8.0,311,171,5,75843,56,90234,269,0.0,1.1,Bergvall,0
0,4,117,100,100,1,0.25,227127,None,,0,0,-1,1,54.6,190,122,None,,1,3,3.7,3.7,0,0.24,0.06,0.50,0.13,0.26,4.26,1.08,0.07,Yves,3.2,59,20,4,1.01,2,21.3,192,100,482,False,132.2,133,46,356,,2024-09-13T15:00:07.156577Z,49,273,180,0,0,None,0,,227127.jpg,3.8,58,24,0,132,0,0.0,Bissouma,0.5,261,85,False,None,4,1.01,a,18,6,26.0,231,131,23,77127,461,54530,232,0.7,4.7,Bissouma,2
0,0,0,0,0,0,0,436234,None,,0,0,0,0,0.0,637,289,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bryan,0.0,624,277,0,0,0,0.0,640,289,483,False,0.0,639,288,0,On loan to Girona for the season,2024-07-31T11:08:25.895794Z,50,223,143,0,0,None,0,,436234.jpg,0.0,640,289,0,None,0,0,Gil Salvatierra,0.0,665,302,False,None,0,0,u,18,6,0.0,634,287,0,0,0,139,0,0.0,0.0,Bryan,0
0,0,0,None,None,0,0,115556,None,,0,0,-2,2,0.0,502,191,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,468,179,0,0,0,0.0,517,192,484,False,0.0,514,192,0,,None,43,543,130,0,0,None,0,,115556.jpg,0.0,522,190,0,244,0,0,Davies,0.2,377,133,False,None,0,0,a,18,6,0.0,465,178,0,6220,25,14837,28,0.0,0.0,Davies,0
0,0,0,0,0,0,0,496179,None,,0,0,0,0,0.0,583,253,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,551,223,0,0,0,0.0,586,250,485,False,0.0,583,247,0,Loaned to Westerlo,2024-09-10T11:37:22.522366Z,45,428,257,0,0,None,0,,496179.jpg,0.0,590,254,0,None,0,0,Devine,0.1,491,186,False,None,0,0,u,18,6,0.0,558,239,0,4716,0,10942,15,0.0,0.0,Devine,0
0,0,8,None,None,0,0.0,493125,None,,0,0,-2,2,1.7,379,129,None,,0,2,0.5,0.5,0,0.01,0.01,0.03,0.03,0.02,1.76,1.6,0.02,Radu,0.0,480,189,2,1.82,0,2.7,374,123,486,False,19.4,340,122,99,,None,43,564,148,0,0,None,0,,493125.jpg,1.0,352,124,0,177,0,0.0,Drăgușin,0.2,389,141,False,None,1,0.91,a,18,6,6.0,321,104,2,7562,174,16838,32,0.0,0.5,Dragusin,0
0,0,0,0,0,0,0,241157,None,,0,0,0,0,0.0,555,215,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Emerson,0.0,523,211,0,0,0,0.0,559,215,487,False,0.0,556,215,0,Transferred to AC Milan,2024-08-13T07:06:12.490889Z,45,387,75,0,0,None,0,,241157.jpg,0.0,563,213,0,None,0,0,Leite de Souza Junior,0.0,632,211,False,None,0,0,u,18,6,0.0,527,207,0,0,0,2566,0,0.0,0.0,E.Royal,0
0,0,0,None,None,0,0,40383,None,,0,0,-1,1,0.0,514,50,None,,0,1,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Fraser,0.0,484,64,0,0,0,0.0,529,66,488,False,0.0,526,66,0,,None,44,475,19,0,0,None,0,,40383.jpg,0.0,534,66,0,241,0,0,Forster,0.2,362,52,False,None,0,0,a,18,6,0.0,481,43,0,4341,18,13082,21,0.0,0.0,Forster,0
0,0,10,None,None,0,0.0,547701,None,,0,0,-3,3,2.9,369,199,None,,0,3,0.7,0.7,0,0.01,0.03,0.01,0.03,0.00,0.12,0.32,0.0,Archie,0.2,349,170,0,0.0,0,1.2,410,201,489,False,9.0,381,183,34,,None,47,345,226,0,0,None,0,,547701.jpg,1.0,379,184,0,241,0,0.0,Gray,0.1,411,147,False,None,0,0.0,a,18,6,0.0,598,269,4,7973,48,20777,51,0.0,0.9,Gray,0
0,0,0,0,0,0,0,132015,None,,0,0,0,0,0.0,633,287,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pierre-Emile,0.0,620,274,0,0,0,0.0,637,287,490,False,0.0,636,286,0,On loan to Marseille for the season,2024-07-23T11:58:08.802970Z,50,194,121,0,0,None,0,,132015.jpg,0.0,637,287,0,None,0,0,Højbjerg,0.0,656,295,False,None,0,0,u,18,6,0.0,628,284,0,0,0,491,0,0.0,0.0,Højbjerg,0
2,1,124,None,None,2,0.26,242898,None,,0,0,2,-2,127.0,74,57,None,,0,3,3.0,3.0,0,0.55,0.07,4.80,0.62,4.25,8.71,1.13,0.55,Brennan,2.5,122,52,9,1.17,3,63.3,20,14,491,False,157.0,85,29,693,,None,67,38,21,0,0,None,0,,242898.jpg,4.3,38,15,0,244,0,0.0,Johnson,9.8,46,12,False,None,8,1.04,a,18,6,348.0,5,3,39,1274267,5276,334974,4936,0.4,5.8,Johnson,2
1,5,126,None,None,2,0.27,445044,3,,0,0,-2,2,300.0,9,8,None,,0,3,3.3,3.3,0,1.27,0.17,2.64,0.35,1.37,8.53,1.13,0.18,Dejan,2.8,95,37,9,1.19,2,74.4,9,8,492,False,181.4,63,19,678,,None,63,62,40,0,0,None,0,,445044.jpg,3.8,60,26,0,206,0,0.0,Kulusevski,3.7,93,27,False,None,8,1.06,a,18,6,264.0,17,9,34,396239,3124,267948,1307,0.4,5.4,Kulusevski,3
0,0,0,0,0,0,0,200826,None,,0,0,-1,1,0.0,626,284,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Giovani,0.0,609,265,0,0,0,0.0,631,283,493,False,0.0,630,282,0,Transferred to Real Betis,2024-08-31T06:14:45.936781Z,49,267,175,0,0,None,0,,200826.jpg,0.0,632,284,0,None,0,0,Lo Celso,0.0,554,226,False,None,0,0,u,18,6,0.0,616,278,0,2052,0,10253,3,0.0,0.0,Lo Celso,0
4,6,213,None,None,2,0.27,172780,1,,0,0,1,-1,330.7,5,5,2,,1,3,4.5,4.5,0,3.63,0.49,5.87,0.79,2.24,8.59,1.16,0.3,James,4.0,42,13,10,1.35,2,84.0,6,5,494,False,256.2,16,6,669,,None,76,17,11,0,0,2,0,,172780.jpg,5.0,18,10,0,241,0,0.0,Maddison,6.8,61,19,False,None,9,1.21,a,18,6,253.0,21,12,45,722976,3846,544442,2658,0.5,5.9,Maddison,2
0,1,140,100,100,2,0.22,441164,2,,0,0,0,0,272.0,13,2,1,,1,2,1.7,1.7,0,1.24,0.14,1.92,0.22,0.68,9.45,1.05,0.08,Pedro,1.2,230,66,10,1.12,1,58.8,27,1,495,False,221.0,33,10,807,,2024-08-19T23:00:06.196679Z,55,119,12,0,0,None,0,,441164.jpg,3.3,92,24,0,200,0,0.0,Porro,28.0,8,3,False,None,9,1.0,a,18,6,94.0,95,9,30,1347639,6626,1905757,5226,0.2,5.5,Pedro Porro,1
0,0,0,None,None,0,0,199249,None,,0,0,-2,2,0.0,507,196,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Sergio,0.0,474,185,0,0,0,0.0,522,197,496,False,0.0,519,197,0,,None,43,552,138,0,0,None,0,,199249.jpg,0.0,527,195,0,200,0,0,Reguilón,0.2,380,134,False,None,0,0,a,18,6,0.0,471,183,0,6857,18,22733,33,0.0,0.0,Reguilón,0
0,0,7,100,100,0,0.0,212319,None,,0,0,-2,2,3.1,365,40,None,,0,4,0.7,0.7,0,0.00,0.0,0.19,0.28,0.19,0.14,0.2,0.28,Richarlison,0.2,375,40,0,0.0,0,1.7,398,42,497,False,4.2,404,39,62,,2024-08-30T13:30:05.834602Z,68,33,15,0,0,2,0,,212319.jpg,0.8,425,44,0,30,0,0.0,de Andrade,0.4,278,45,False,None,0,0.0,a,18,6,11.0,293,40,3,45804,112,126592,82,0.0,0.4,Richarlison,1
0,2,161,75,75,2,0.22,221632,None,,0,0,1,-1,70.7,147,34,None,,1,2,1.3,1.3,0,0.61,0.07,1.59,0.18,0.98,9.51,1.06,0.11,Cristian,1.2,228,65,10,1.11,1,43.1,56,8,498,False,223.2,30,9,810,Muscle injury - 75% chance of playing,2024-11-01T16:00:08.051564Z,51,185,21,0,0,None,0,,221632.jpg,3.6,67,15,0,10,0,0.0,Romero,9.6,47,17,False,None,9,1.0,d,18,6,135.0,63,6,32,916301,517,598483,7433,0.2,6.3,Romero,0
2,0,78,None,None,0,0.0,482442,None,,0,0,-2,2,66.5,154,101,None,,0,3,2.0,2.0,0,0.18,0.06,0.78,0.25,0.60,2.22,0.7,0.19,Pape Matar,1.5,197,89,2,0.63,0,19.4,211,107,499,False,83.4,208,87,284,,None,48,326,216,0,0,None,0,,482442.jpg,1.7,260,117,0,189,0,0.0,Sarr,0.2,364,129,False,None,2,0.63,a,18,6,44.0,182,106,15,17299,164,25496,78,0.3,3.1,P.M.Sarr,1
0,0,0,0,0,0,0,490145,None,,0,0,0,0,0.0,576,49,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dane,0.0,543,45,0,0,0,0.0,579,49,500,False,0.0,576,49,0,Loaned to Oxford United,2024-08-14T08:32:58.295903Z,45,420,68,0,0,None,0,,490145.jpg,0.0,583,51,0,None,0,0,Scarlett,0.1,465,62,False,None,0,0,u,18,6,0.0,551,49,0,0,0,12763,17,0.0,0.0,Scarlett,0
0,0,0,0,0,0,0,235674,None,,0,0,-1,1,0.0,654,297,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Manor,0.0,642,288,0,0,0,0.0,655,297,502,False,0.0,655,297,0,Season long loan to Leeds United,2024-08-29T11:11:30.036154Z,54,135,80,0,0,None,0,,235674.jpg,0.0,654,297,0,None,0,0,Solomon,0.0,579,244,False,None,0,0,u,18,6,0.0,651,295,0,480,0,5204,3,0.0,0.0,Solomon,0
2,7,176,75,75,1,0.17,85971,None,,0,0,-1,1,210.3,25,21,None,,1,3,1.9,1.9,0,1.17,0.2,2.96,0.51,1.79,5.78,1.0,0.31,Son,2.0,172,79,6,1.04,3,58.0,30,20,503,False,200.8,54,14,519,Muscle injury - 75% chance of playing,2024-10-25T10:30:06.315550Z,99,5,4,0,0,1,0,,85971.jpg,6.8,6,5,0,114,0,0.0,Heung-min,5.7,69,21,False,None,6,1.04,d,18,6,169.0,43,25,41,958467,2941,1397372,2497,0.2,4.1,Son,0
