name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
John McGinn,MID,Aston Villa,0.3,0,0,0,0,0.0,48,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,85901,0,,,0.0,0,1486,4717,3231,52,False,0
John Ruddy,GK,Newcastle,-1.0,0,0,0,0,0.0,414,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,36443,0,0,1,0.0,0,1212,1900,688,40,True,0
John Stones,DEF,Man City,3.8,0,0,0,0,0.0,362,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,288701,0,1,2,0.0,0,33711,52480,18769,53,False,0
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,441,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,109,0,0,3,0.0,0,-5,0,5,40,True,0
Jonny Evans,DEF,Man Utd,2.0,0,0,0,0,0.0,371,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,12802,0,,,0.0,0,-798,352,1150,44,True,0
Jordan Ayew,MID,Leicester,3.5,0,0,21,0,0.0,192,0.03,0.88,0.85,0.00,93,0,1,0.0,0.0,2024-11-02T15:00:00Z,4,10,0,0,0,0,10,0,22869,0,1,1,0.0,6,-319,1658,1977,52,False,0
Jordan Pickford,GK,Everton,6.7,0,0,7,0,0.0,235,0.01,0.01,0.00,0.69,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,17,0,0,0,0,10,1,1107599,1,0,1,0.0,2,63474,87088,23614,49,False,0
Jorge Luiz Frello Filho,MID,Arsenal,1.5,0,0,-1,0,0.0,7,0.01,0.01,0.00,0.21,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,4,15,0,0,0,0,10,0,26406,0,0,1,0.0,0,-724,784,1508,48,False,1
Jorge Cuenca Barreno,DEF,Fulham,0.2,0,0,0,0,0.0,586,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,4353,0,,,0.0,0,-33,71,104,44,True,0
Joshua Zirkzee,FWD,Man Utd,1.0,0,0,0,0,0.0,389,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,203676,0,,,0.0,0,-15946,1902,17848,67,True,0
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,0,0.0,426,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,2792,0,0,3,0.0,0,-152,0,152,45,True,0
Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,457,0,,,0.0,0,-14,7,21,48,False,0
Josh King,MID,Fulham,0.0,0,0,0,0,0.0,604,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,10380,0,,,0.0,0,-163,407,570,45,True,0
Josh Nichols,DEF,Arsenal,1.0,0,0,0,0,0.0,662,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,2796,0,0,1,0.0,0,172,399,227,40,False,0
José Malheiro de Sá,GK,Wolves,1.5,0,0,10,0,0.0,554,0.00,0.00,0.00,2.92,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,79,7,0,0,0,0,10,4,172701,1,2,2,0.0,2,6139,12563,6424,43,True,0
João Pedro Ferreira Silva,MID,Nott'm Forest,0.8,0,0,3,0,0.0,596,0.01,0.01,0.00,0.08,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,27,19,0,0,0,0,10,0,11355,0,0,3,0.0,1,-501,608,1109,59,True,0
João Pedro Junqueira de Jesus,FWD,Brighton,-1.0,0,0,0,0,0.0,129,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,706324,0,1,2,0.0,0,-98781,5256,104037,54,False,0
João Victor Gomes da Silva,MID,Wolves,3.0,0,0,35,0,0.0,553,0.02,0.23,0.21,2.92,100,2,1,0.0,0.0,2024-11-02T17:30:00Z,79,7,0,0,0,0,10,0,11467,1,2,2,0.0,7,95,885,790,49,True,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,24877,0,1,2,0.0,0,-458,0,458,53,False,0
João Félix Sequeira,MID,Chelsea,0.7,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,54831,0,,,0.0,0,-2251,2397,4648,61,False,0
João Neves Virgínia,GK,Everton,0.5,0,0,0,0,0.0,227,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,46029,0,0,1,0.0,0,-862,377,1239,40,False,0
Joël Veltman,DEF,Brighton,1.5,0,0,6,0,0.0,145,0.28,0.28,0.00,1.28,94,2,0,0.0,0.0,2024-11-02T15:00:00Z,75,12,0,0,0,0,10,0,358613,1,1,2,0.0,1,-19285,10667,29952,45,False,0
Joško Gvardiol,DEF,Man City,5.8,0,0,23,0,0.0,350,0.02,0.17,0.15,1.77,91,2,1,0.0,0.0,2024-11-02T15:00:00Z,90,3,0,0,0,0,10,0,3131034,1,1,2,0.0,7,101350,261261,159911,62,False,0
Juan Larios López,DEF,Southampton,-0.5,0,0,0,0,0.0,464,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,8223,0,0,1,0.0,0,-125,118,243,40,True,0
Julio Enciso,MID,Brighton,-0.2,0,0,0,0,0.0,121,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,8031,0,1,2,0.0,0,-322,399,721,54,False,0
Julián Araujo Zúñiga,DEF,Bournemouth,-0.8,0,0,0,0,0.0,592,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,20997,0,1,2,0.0,0,-865,271,1136,44,True,0
Julián Álvarez,FWD,Man City,0.0,0,0,0,0,0.0,352,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,10715,0,1,2,0.0,0,-115,0,115,70,False,0
Jurriën Timber,DEF,Arsenal,1.8,0,0,5,0,0.0,6,0.11,0.14,0.03,0.54,96,1,0,0.0,0.0,2024-11-02T12:30:00Z,70,15,0,0,0,0,10,0,144967,1,0,1,0.0,1,3402,17690,14288,55,False,1
Justin Devenny,MID,Crystal Palace,0.0,0,0,0,0,0.0,645,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,1071,0,2,2,0.0,0,6,91,85,45,False,0
Justin Kluivert,MID,Bournemouth,3.2,0,0,8,1,0.0,71,0.07,0.26,0.19,0.89,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,76,13,0,0,0,0,10,0,34755,1,1,2,0.0,3,1895,5348,3453,53,True,0
Jérémy Doku,MID,Man City,0.0,0,0,6,0,0.0,346,0.02,0.05,0.03,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,5,3,0,0,0,0,10,0,174267,0,1,2,0.0,1,-51291,225,51516,63,False,0
Jørgen Strand Larsen,FWD,Wolves,5.5,0,0,35,0,0.0,566,0.00,0.61,0.61,2.92,100,2,1,0.0,0.0,2024-11-02T17:30:00Z,79,7,0,0,0,0,10,0,197931,1,2,2,0.0,6,33517,52034,18517,55,True,0
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,0,0.0,130,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,67,0,1,2,0.0,0,-3,0,3,45,False,0
Kadan Young,MID,Aston Villa,-0.5,0,0,0,0,0.0,656,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,27156,0,,,0.0,0,82,2815,2733,45,False,0
Kaden Rodney,MID,Crystal Palace,0.0,0,0,0,0,0.0,647,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,2590,0,2,2,0.0,0,-13,149,162,45,False,0
Kaelan Casey,DEF,West Ham,0.0,0,0,0,0,0.0,643,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,21782,0,0,3,0.0,0,-453,579,1032,40,False,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,1141,0,,,0.0,0,-48,0,48,40,False,0
Kai Havertz,FWD,Arsenal,4.2,0,0,4,0,0.0,4,0.41,0.41,0.00,0.75,96,1,0,0.0,0.0,2024-11-02T12:30:00Z,90,15,0,0,0,0,10,0,1625586,1,0,1,0.0,1,-158755,45811,204566,81,False,1
Kalvin Phillips,MID,Ipswich,1.2,0,0,0,0,0.0,359,0.01,0.14,0.13,0.44,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,76,11,0,0,0,1,10,0,7982,1,1,1,0.0,-1,251,755,504,49,True,0
Kamaldeen Sulemana,MID,Southampton,0.0,0,0,0,0,0.0,462,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,482,0,0,1,0.0,0,10,45,35,50,True,0
Karl Hein,GK,Arsenal,0.0,0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,3823,0,0,1,0.0,0,-101,0,101,40,False,0
Kasey McAteer,MID,Leicester,0.2,0,0,4,0,0.0,299,0.01,0.06,0.05,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,19,10,0,0,0,0,10,0,3602,0,1,1,0.0,1,-96,126,222,48,False,0
Keane Lewis-Potter,MID,Brentford,3.0,0,0,0,0,0.0,98,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,12482,0,,,0.0,0,2910,4011,1101,50,False,0
Kenny Tete,DEF,Fulham,1.0,0,0,0,0,0.0,257,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,40402,0,,,0.0,0,1345,3045,1700,45,True,0
Kepa Arrizabalaga,GK,Bournemouth,0.0,0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,71124,0,1,2,0.0,0,-13757,815,14572,45,True,0
Kevin De Bruyne,MID,Man City,0.0,0,0,0,0,0.0,345,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,393645,0,1,2,0.0,0,-23657,299,23956,94,False,0
Kevin Mbabu,DEF,Fulham,0.0,0,0,0,0,0.0,250,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,22630,0,,,0.0,0,-1101,0,1101,40,True,0
Kevin Schade,MID,Brentford,1.2,0,0,0,0,0.0,106,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,10149,0,,,0.0,0,-1736,276,2012,52,False,0
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,552,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,17448,0,2,2,0.0,0,-793,0,793,40,True,0
Kieran Tierney,DEF,Arsenal,0.0,0,0,0,0,0.0,21,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,2379,0,0,1,0.0,0,-56,24,80,43,False,0
Kieran Trippier,DEF,Newcastle,0.0,0,0,0,0,0.0,418,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,392060,0,0,1,0.0,0,-41593,194,41787,56,True,0
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,13347,0,,,0.0,0,-404,199,603,56,False,0
Killian Cahill,GK,Brighton,-1.0,0,0,0,0,0.0,668,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,1480,0,1,2,0.0,0,1102,1185,83,40,False,0
Kim Ji-soo,DEF,Brentford,0.0,0,0,0,0,0.0,96,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,36434,0,,,0.0,0,4379,6413,2034,39,False,0
Kobbie Mainoo,MID,Man Utd,0.0,0,0,0,0,0.0,378,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,249751,0,,,0.0,0,-26163,212,26375,52,True,0
Konstantinos Mavropanos,DEF,West Ham,0.5,0,0,6,0,0.0,528,0.00,0.00,0.00,2.08,97,3,0,0.0,0.0,2024-11-02T15:00:00Z,90,16,0,0,0,0,10,0,18266,1,0,3,0.0,1,-537,418,955,45,False,0
Konstantinos Tsimikas,DEF,Liverpool,3.2,0,0,27,0,0.0,337,0.50,0.54,0.04,1.00,94,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,5,0,0,0,0,10,0,25676,1,1,2,0.0,2,3299,4625,1326,46,True,0
Kortney Hause,DEF,Aston Villa,-0.5,0,0,0,0,0.0,40,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,63030,0,,,0.0,0,-1655,658,2313,40,False,0
Kosta Nedeljković,DEF,Aston Villa,-0.5,0,0,0,0,0.0,50,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,126188,0,,,0.0,0,-8108,799,8907,40,False,0
Kristoffer Ajer,DEF,Brentford,0.0,0,0,0,0,0.0,86,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,33628,0,,,0.0,0,-5889,203,6092,45,False,0
Kurt Zouma,DEF,West Ham,0.0,0,0,0,0,0.0,532,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,19075,0,0,3,0.0,0,-914,0,914,44,False,0
Kyle Walker-Peters,DEF,Southampton,2.5,0,0,35,1,0.0,476,0.04,0.06,0.02,1.47,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,8,0,0,0,0,10,0,37168,1,0,1,0.0,6,-380,1366,1746,44,True,0
Kyle Walker,DEF,Man City,0.0,0,0,0,0,0.0,363,0.10,0.10,0.00,1.77,91,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,3,0,0,0,0,10,0,379369,1,1,2,0.0,0,-74773,119,74892,52,False,1
Lamare Bogarde,DEF,Aston Villa,-0.5,0,0,0,0,0.0,598,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,37112,0,,,0.0,0,-1873,631,2504,40,False,0
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,31857,0,,,0.0,0,-2167,0,2167,45,False,0
Leandro Trossard,MID,Arsenal,3.0,0,0,4,0,0.0,23,0.01,0.11,0.10,0.54,96,1,0,0.0,0.0,2024-11-02T12:30:00Z,70,15,0,0,0,0,10,0,256897,1,0,1,0.0,2,-17629,19343,36972,69,False,0
Leif Davis,DEF,Ipswich,2.8,0,0,24,0,0.0,267,0.35,0.44,0.09,1.95,93,1,1,0.0,0.0,2024-11-02T15:00:00Z,90,11,0,0,0,0,10,0,243713,1,1,1,0.0,8,942,16479,15537,45,True,0
Leny Yoro,DEF,Man Utd,-0.1,0,0,0,0,0.0,572,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,9303,0,,,0.0,0,70,378,308,43,True,0
Leon Bailey,MID,Aston Villa,1.5,0,0,0,0,0.0,28,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,115070,0,,,0.0,0,-1660,7084,8744,63,False,0
Leon Chiwome,FWD,Wolves,0.0,0,0,0,0,0.0,539,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,289021,0,2,2,0.0,0,2836,34259,31423,45,True,0
Lesley Ugochukwu,MID,Southampton,-0.3,0,0,5,0,0.0,188,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,1,8,0,0,0,0,10,0,39337,0,0,1,0.0,1,-2054,851,2905,45,True,0
Levi Colwill,DEF,Chelsea,1.5,0,0,0,0,0.0,162,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,324857,0,,,0.0,0,-15750,10176,25926,46,False,0
Lewis Cook,MID,Bournemouth,1.2,0,0,12,0,0.0,64,0.01,0.01,0.00,1.80,91,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,13,0,0,0,0,10,0,26811,1,1,2,0.0,2,1493,5165,3672,50,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,223,0,,,0.0,0,-5,0,5,50,False,0
Lewis Dunk,DEF,Brighton,0.4,0,0,0,0,0.0,120,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,557106,0,1,2,0.0,0,-131056,1856,132912,45,False,0
Lewis Hall,DEF,Newcastle,3.0,0,0,31,1,0.0,399,0.01,0.01,0.00,1.11,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,90,1,0,0,0,0,10,0,233893,1,0,1,0.0,6,13271,25682,12411,43,True,0
Lewis Miley,MID,Newcastle,-1.0,0,0,0,0,0.0,411,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,545,0,0,1,0.0,0,79,134,55,50,True,0
Lewis O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,439,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,19,0,0,0,0,10,0,91,0,0,3,0.0,0,-4,0,4,50,True,0
Liam Delap,FWD,Ipswich,3.8,0,0,7,1,0.0,268,0.01,0.01,0.00,0.44,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,74,11,0,0,0,0,10,0,614720,1,1,1,0.0,2,11413,65063,53650,57,True,0
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,8042,0,,,0.0,0,-410,0,410,40,False,0
Lisandro Martínez,DEF,Man Utd,0.3,0,0,0,0,0.0,380,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,458201,0,,,0.0,0,-13297,10981,24278,44,True,0
Lloyd Kelly,DEF,Newcastle,-0.5,0,0,3,0,0.0,404,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,1,1,0,0,0,0,10,0,13801,0,0,1,0.0,1,-475,179,654,43,True,0
Lucas Bergström,GK,Chelsea,0.5,0,0,0,0,0.0,154,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,27887,0,,,0.0,0,-373,294,667,40,False,0
Lucas Bergvall,MID,Spurs,0.5,0,0,0,0,0.0,481,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,79718,0,,,0.0,0,-4289,1035,5324,45,True,0
Lucas Digne,DEF,Aston Villa,4.3,0,0,0,0,0.0,36,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,1017963,0,,,0.0,0,125708,173299,47591,47,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,2.5,0,0,5,0,0.0,527,0.02,0.08,0.06,2.08,97,3,0,0.0,0.0,2024-11-02T15:00:00Z,90,16,0,0,0,0,10,0,161554,1,0,3,0.0,1,-5979,9661,15640,59,False,1
Luis Guilherme Lira dos Santos,MID,West Ham,0.2,0,0,0,0,0.0,526,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,2735,0,0,3,0.0,0,-71,44,115,48,False,0
Luis Díaz,MID,Liverpool,3.0,0,0,0,0,0.0,327,0.02,0.02,0.00,0.22,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,24,5,0,0,0,0,10,0,2875890,0,1,2,0.0,1,-131636,159842,291478,78,True,0
Luis Sinisterra,MID,Bournemouth,0.0,0,0,0,0,0.0,80,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,27573,0,1,2,0.0,0,-7800,48,7848,50,True,0
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,25825,0,1,0,0.0,0,-707,696,1403,45,True,0
Luke Harris,MID,Fulham,0.0,0,0,0,0,0.0,246,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,533,0,,,0.0,0,-17,0,17,45,True,0
Luke Shaw,DEF,Man Utd,0.0,0,0,0,0,0.0,387,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,19877,0,,,0.0,0,-905,43,948,49,True,0
Luke Thomas,DEF,Leicester,0.0,0,0,0,0,0.0,305,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,109983,0,1,1,0.0,0,22355,28176,5821,39,False,0
Luke Woolfenden,DEF,Ipswich,0.5,0,0,0,0,0.0,284,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,189725,0,1,1,0.0,0,-3005,2532,5537,40,True,0
Mads Hermansen,GK,Leicester,3.0,0,0,7,0,0.0,293,0.00,0.00,0.00,0.99,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,10,0,0,0,0,10,1,105366,1,1,1,0.0,2,3613,9735,6122,45,False,0
Mads Roerslev Rasmussen,DEF,Brentford,1.5,0,0,0,0,0.0,105,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,9656,0,,,0.0,0,347,705,358,44,False,0
Mahmoud Dahoud,MID,Brighton,0.0,0,0,0,0,0.0,119,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,1300,0,1,2,0.0,0,-38,0,38,49,False,0
Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,290,0,,,0.0,0,-7,0,7,45,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,295,0,2,2,0.0,0,-9,0,9,45,False,0
Maldini Kacurri,DEF,Arsenal,1.0,0,0,0,0,0.0,657,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,6182,0,0,1,0.0,0,190,619,429,40,False,0
Malo Gusto,DEF,Chelsea,1.7,0,0,0,0,0.0,171,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,170581,0,,,0.0,0,-2027,7910,9937,49,False,0
Manor Solomon,MID,Spurs,0.0,0,0,0,0,0.0,502,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,2669,0,,,0.0,0,-49,0,49,54,True,0
Manuel Akanji,DEF,Man City,2.4,0,0,9,0,0.0,340,0.02,0.02,0.00,1.77,91,2,0,0.0,0.0,2024-11-02T15:00:00Z,90,3,0,0,0,0,10,0,474018,1,1,2,0.0,1,-37047,13362,50409,55,False,0
Manuel Ugarte,MID,Man Utd,-0.3,0,0,0,0,0.0,652,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,8859,0,,,0.0,0,250,1194,944,49,True,0
Marcos Senesi,DEF,Bournemouth,2.5,0,0,13,0,0.0,79,0.05,0.05,0.00,1.80,91,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,13,0,0,0,0,10,0,65186,1,1,2,0.0,2,-714,4583,5297,48,True,0
Marcus Bettinelli,GK,Chelsea,0.5,0,0,0,0,0.0,155,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,37332,0,,,0.0,0,-444,235,679,40,False,0
Marcus Myers-Harness,MID,Ipswich,0.0,0,0,0,0,0.0,271,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,11,0,0,0,0,10,0,1039,0,1,1,0.0,0,-39,0,39,49,True,0
Marcus Rashford,MID,Man Utd,1.7,0,0,0,0,0.0,385,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,341175,0,,,0.0,0,-7454,24832,32286,69,True,0
